tweet_id,timestamp,text,rating_numerator,rating_denominator,name,rating,dog_group,jpg_url,img_num,dog_breed,Confidence_level,retweet_count,favorite_count
667443425659232256,2015-11-19 20:44:47 +0000,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,6.0,10.0,None,0.6,None,,,,,620.0,833.0
667453023279554560,2015-11-19 21:22:56 +0000,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,11.0,10.0,Cupcake,1.1,None,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,1.0,Labrador_retriever,0.8256700000000001,,
667455448082227200,2015-11-19 21:32:34 +0000,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,7.0,10.0,Reese,0.7,None,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,1.0,Tibetan_terrier,0.676376,66.0,203.0
667470559035432960,2015-11-19 22:32:36 +0000,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11.0,10.0,a,1.1,None,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,1.0,toy_poodle,0.304175,,
667491009379606528,2015-11-19 23:53:52 +0000,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7.0,10.0,None,0.7,None,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,1.0,borzoi,0.852088,242.0,559.0
667495797102141441,2015-11-20 00:12:54 +0000,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9.0,10.0,Philippe,0.9,None,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,1.0,Chihuahua,0.143957,,
667502640335572993,2015-11-20 00:40:05 +0000,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,11.0,10.0,Hall,1.1,None,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,1.0,Labrador_retriever,0.996709,231.0,563.0
667509364010450944,2015-11-20 01:06:48 +0000,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,12.0,10.0,None,1.2,None,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,1.0,beagle,0.636169,,
667517642048163840,2015-11-20 01:39:42 +0000,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,8.0,10.0,Dook,0.8,None,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,1.0,Italian_greyhound,0.125176,203.0,389.0
667524857454854144,2015-11-20 02:08:22 +0000,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,12.0,10.0,None,1.2,None,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1.0,Chesapeake_Bay_retriever,0.0881223999999999,,
667530908589760512,2015-11-20 02:32:25 +0000,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10.0,10.0,Naphaniel,1.0,None,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,1.0,golden_retriever,0.633037,264.0,501.0
667534815156183040,2015-11-20 02:47:56 +0000,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",8.0,10.0,Frank,0.8,None,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,1.0,Pembroke,0.435254,,
667538891197542400,2015-11-20 03:04:08 +0000,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9.0,10.0,a,0.9,None,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,1.0,Yorkshire_terrier,0.618957,72.0,220.0
667544320556335104,2015-11-20 03:25:43 +0000,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10.0,10.0,Kial,1.0,None,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,1.0,Pomeranian,0.412893,,
667437278097252352,2015-11-19 20:20:22 +0000,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,10.0,10.0,None,1.0,None,,,,,,
667546741521195010,2015-11-20 03:35:20 +0000,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9.0,10.0,George,0.9,None,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,1.0,toy_poodle,0.787424,138.0,355.0
667724302356258817,2015-11-20 15:20:54 +0000,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,7.0,10.0,None,0.7,None,,,,,341.0,517.0
